PlayerName,Position,Age,Season,LeftClub,JoinedClub,MarketValue,Fee,Injury_Index,Loan_Index,Matches_Played,Mins_played,90s_Played,Defensive_Actions,Progressive_Actions,Passes_Completed_P90,Attacking_Contributions,Mistake_Rate,Total_Carry_Distance,Duel_Efficiency,Missing_Stats?,club_left_rank,club_joined_rank,Delta_Club_Rank,Transfer_Success
jonathan clauss,Full-Back,28,22/23,lens,marseille,15000000,7500000,0,0,37,3046,33.8,0.786764706,7.386736704,36.72685489,5.28890348,0.037663336,933.9198949,1.477347341,0,5,1,-4,0
niklas süle,Centre-Back,25,22/23,bayern munich,dortmund,35000000,0,0,0,28,1837,20.4,0.894736842,8.377789875,77.70277627,1.028851388,0.007429922,2066.570495,3.086554164,0,1,1,0,1
robin gosens,Full-Back,27,22/23,atalanta,inter,28000000,27400000,0.699538947,0.125,13,629,7,0.727272727,6.724960254,42.20985692,3.434022258,0.025089606,887.4085851,2.861685215,0,2,1,-1,1
jonjoe kenny,Full-Back,24,22/23,everton,hertha bsc,4000000,0,0.141088529,0.3271,15,1018,11.3,0.72972973,3.978388998,31.03143418,2.652259332,0.029673591,707.9764244,1.41453831,0,3,3,0,0
mathías olivera,Full-Back,23,22/23,getafe,napoli,15000000,16500000,0.243259649,0.3312,32,2803,31.1,0.76119403,5.586871209,32.65429897,2.600784873,0.077227723,681.8230467,5.073135926,0,3,1,-2,1
oleksandr zinchenko,Full-Back,24,22/23,man city,arsenal,25000000,35000000,0,0,15,1047,11.6,0.823529412,12.46418338,81.91977077,3.868194842,0.01540154,1594.383954,2.492836676,0,1,1,0,0
danny da costa,Centre-Back,28,22/23,frankfurt,mainz,2300000,0,0,0,11,725,8.1,0.576923077,5.213793103,26.44137931,2.110344828,0.051764706,715.1586207,2.234482759,0,3,3,0,1
david raum,Full-Back,23,22/23,hoffenheim,leipzig,20000000,26000000,0,0,32,2757,30.6,0.708860759,7.344940152,47.75843308,7.312295974,0.030208333,1155.277476,1.860718172,0,3,1,-2,1
davide bettella,Centre-Back,,22/23,atalanta,monza,2000000,5000000,0,0,,2087,,0.752988365,84.40755556,1242.924444,5.677366703,0.014812218,32875.99556,74.44466014,1,2,5,3,0
matt doherty,Full-Back,29,22/23,tottenham,atlético,12000000,0,0,0,15,875,9.7,0.806451613,5.451428571,44.94857143,3.908571429,0.038990826,852.5828571,2.88,0,2,1,-1,0
matt targett,Full-Back,25,22/23,aston villa,newcastle,17000000,17500000,0,0,33,2871,31.9,0.74796748,5.203761755,36.30094044,2.884012539,0.026070764,910.4702194,2.978056426,0,3,3,0,0
matteo lovato,Centre-Back,21,22/23,atalanta,salernitana,7000000,7000000,0.438554268,0.2557,22,1543,17.1,0.857142857,2.099805574,38.08813999,0.583279326,0.03650935,1066.817887,2.91639663,0,2,5,3,1
sven botman,Centre-Back,21,22/23,lille,newcastle,30000000,37000000,0,0,25,2250,25,0.74,3.64,53.6,0.4,0.010817308,1445.72,2.72,0,2,3,1,1
jules koundé,Full-Back,22,22/23,sevilla fc,barcelona,60000000,50000000,0,0,32,2736,30.4,0.62295082,7.105263158,62.30263158,1.381578947,0.015473888,1573.223684,3.092105263,0,2,1,-1,1
thilo kehrer,Centre-Back,24,22/23,paris sg,west ham,22000000,12000000,0,0,27,1513,16.8,0.844444444,4.758757436,67.93126239,0.237937872,0.01498829,1418.70456,2.379378718,0,1,3,2,0
armel bella-kotchap,Centre-Back,,22/23,vfl bochum,southampton,10000000,12000000,0,0,,1843,,0.779207072,99.73156682,912.5084972,20.26275959,0.023919562,21883.91257,54.21455925,1,,4,,1
tanguy nianzou,Centre-Back,19,22/23,bayern munich,sevilla fc,9000000,16000000,0,0,17,582,6.5,0.777777778,7.268041237,76.08247423,1.082474227,0.025414365,1869.123711,4.329896907,0,1,2,1,0
omar richards,Full-Back,23,22/23,bayern munich,nott'm forest,7000000,8500000,0,0,12,438,4.9,0.695652174,6.575342466,64.10958904,2.054794521,0.047945205,1162.39726,2.876712329,0,1,5,4,1
ozan kabak,Centre-Back,21,22/23,fc schalke 04,hoffenheim,10000000,7000000,0,0,11,922,10.2,0.807692308,2.830802603,34.164859,0.390455531,0.03030303,855.9761388,2.635574837,0,3,3,0,1
pablo maffeo,Full-Back,24,22/23,stuttgart,rcd mallorca,5000000,3000000,0,0,35,2945,32.7,0.715384615,3.820033956,27.13752122,2.78098472,0.075068493,616.4312394,3.239388795,0,3,4,1,1
denys bain,Centre-Back,,22/23,brest,aj auxerre,1000000,0,0,0,,1746,,0.790468217,67.77066667,859.808,8.535207184,0.027363041,20615.95598,50.72989304,1,4,5,1,0
destiny udogie,Full-Back,18,22/23,hellas verona,udinese,17000000,5200000,0.286259707,0.1591,35,2477,27.5,0.736263736,5.268469923,25.47032701,2.616067824,0.081922817,478.2680662,2.434396447,0,4,3,-1,1
arkadiusz reca,Full-Back,26,22/23,atalanta,spezia,3000000,3900000,0.420596491,0.5179,25,1772,19.7,0.80952381,5.485327314,31.59142212,2.133182844,0.056726094,770.7392777,1.879232506,0,2,5,3,0
julian jeanvier,Centre-Back,29,22/23,brentford,aj auxerre,900000,0,2.811703619,2.006427778,,2270,,0.852834212,51.95222865,1046.460361,4.651496114,0.017666905,29425.24379,66.38133645,1,5,5,0,0
julian ryerson,Full-Back,23,22/23,union berlin,dortmund,7500000,5000000,0,0,28,1429,15.9,0.720930233,5.038488453,30.35689293,3.463960812,0.047668394,699.720084,2.078376487,0,5,1,-4,1
junior sambia,Full-Back,24,22/23,montpellier,salernitana,4500000,0,0,0,30,1533,17,0.790697674,6.223091977,32.34833659,1.996086106,0.058723404,714.3052838,2.230919765,0,3,5,2,0
jérôme roussillon,Full-Back,28,22/23,wolfsburg,union berlin,3000000,3100000,0,0,26,1775,19.7,0.821428571,5.374647887,34.22535211,2.636619718,0.042521994,771.1098592,1.115492958,0,3,5,2,1
destiny udogie,Full-Back,18,22/23,udinese,tottenham,17000000,18000000,0,0,35,2477,27.5,0.736263736,5.268469923,25.47032701,2.616067824,0.081922817,478.2680662,2.434396447,0,3,2,-1,1
diego carlos,Centre-Back,28,22/23,sevilla fc,aston villa,40000000,31000000,0,0,34,2957,32.9,0.813559322,3.043625296,58.31586067,0.395671288,0.015151515,1701.477849,3.165370308,0,2,3,1,0
marcos alonso,Centre-Back,30,22/23,chelsea,barcelona,12000000,0,0,0,28,2167,24.1,0.857142857,5.980618366,47.42962621,4.236271343,0.042896679,977.8311029,2.865712967,0,1,1,0,1
kalidou koulibaly,Centre-Back,30,22/23,napoli,chelsea,35000000,41900000,0,0,27,2405,26.7,0.764705882,3.77962578,53.47609148,0.673596674,0.017452655,1355.837838,2.656964657,0,1,1,0,0
antonio rüdiger,Centre-Back,28,22/23,chelsea,real madrid,40000000,0,0,0,34,3035,33.7,0.736842105,7.176276771,65.74299835,1.245469522,0.01509078,1633.581549,2.490939044,0,1,1,0,1
marc cucurella,Full-Back,23,22/23,brighton,chelsea,28000000,65300000,0,0,36,3112,34.6,0.74796748,8.647172237,55.09318766,3.412596401,0.022733498,1133.126607,2.949871465,0,3,1,-2,1
dominik kohr,Centre-Back,,22/23,frankfurt,mainz,5000000,1500000,0,0,,1293,,0.827020202,65.94861793,650.5480663,5.589666131,0.02222724,17722.52489,46.96057539,1,3,3,0,1
flavius daniliuc,Centre-Back,20,22/23,nice,salernitana,8000000,5800000,0,0,24,1293,14.4,0.75,4.802784223,53.66589327,0.626450116,0.022044088,1294.24594,3.619489559,0,3,5,2,1
duje caleta-car,Centre-Back,24,22/23,marseille,southampton,16000000,8000000,0,1.830573333,,2148,,0.790452642,89.17957279,1188.424447,10.62739567,0.020397965,31263.25355,87.27213388,1,1,4,3,1
kevin mbabu,Full-Back,26,22/23,wolfsburg,fulham,9000000,5500000,0,0,24,1391,15.5,0.833333333,7.634795111,38.75629044,3.429187635,0.052550232,1026.556434,3.299784328,0,3,4,1,0
malick thiaw,Centre-Back,,22/23,fc schalke 04,ac milan,6000000,12800000,0,0,,1293,,0.827020202,65.94861793,650.5480663,5.589666131,0.02222724,17722.52489,46.96057539,1,3,1,-2,1
malo gusto,Full-Back,18,22/23,lyon,chelsea,15000000,30000000,0,0,30,1884,20.9,0.772727273,7.5,61.62420382,3.678343949,0.030963303,1210.318471,2.436305732,0,1,1,0,1
felipe,Centre-Back,32,22/23,atlético,nott'm forest,3000000,2300000,0,0,26,1504,16.7,0.895833333,2.214095745,37.81914894,0.418882979,0.02605042,922.6795213,3.590425532,0,1,5,4,1
manuel akanji,Centre-Back,26,22/23,dortmund,man city,30000000,20000000,0,0,26,2261,25.1,0.852941176,5.294117647,72.40601504,0.159221583,0.008069164,1996.479434,2.945599292,0,1,1,0,1
ko itakura,Centre-Back,24,22/23,man city,mönchengladbach,5000000,5000000,0,1.830573333,,2148,,0.790452642,89.17957279,1188.424447,10.62739567,0.020397965,31263.25355,87.27213388,1,1,3,2,1
konstantinos mavropanos,Centre-Back,23,22/23,arsenal,stuttgart,15000000,3200000,0.307466467,0.3498,31,2705,30.1,0.857142857,5.223659889,49.67467652,0.6987061,0.020465773,1402.669131,4.325323475,0,1,3,2,0
konstantinos stafylidis,Full-Back,27,22/23,hoffenheim,vfl bochum,1800000,250000,0,0,,2270.5,,0.775666641,170.1049861,1070.052552,85.65443231,0.041629723,24398.21502,57.81272853,1,3,,,0
andrea ranocchia,Centre-Back,33,22/23,inter,monza,800000,0,0,0,6,341,3.8,0.666666667,2.375366569,48.03519062,0.263929619,0.018461538,1420.205279,5.278592375,0,1,5,4,0
andreas christensen,Centre-Back,25,22/23,chelsea,barcelona,35000000,0,0,0,19,1496,16.6,0.860465116,5.715240642,72.2526738,0.782085561,0.007550731,1719.86631,3.368983957,0,1,1,0,1
wesley fofana,Centre-Back,20,22/23,leicester,chelsea,40000000,80400000,0,0,7,630,7,0.833333333,5.428571429,67.14285714,0.428571429,0.015923567,1646.428571,4,0,3,1,-2,0
leo østigård,Centre-Back,22,22/23,brighton,napoli,5000000,5500000,0,0,,2228,,0.768768769,97.21895332,1158.333616,13.12405484,0.019269122,32364.48264,79.37967255,1,3,1,-2,1
luiz felipe,Centre-Back,24,22/23,lazio,real betis,16000000,0,0,0,31,2491,27.7,0.756756757,3.251706142,60.26495383,0.289040546,0.014799865,1489.317543,2.384584504,0,2,3,1,0
leonardo sernicola,Full-Back,24,22/23,sassuolo,cremonese,1500000,0,0,0.5195,33,2803,31.1,0.81512605,5.105244381,33.39279344,1.573314306,0.047856431,881.0881199,2.632893329,0,3,5,2,0
willy boly,Centre-Back,30,22/23,wolves,nott'm forest,6000000,2600000,0,0,10,900,10,0.846153846,2.6,46.8,0.2,0.015098722,1171.2,3.9,0,4,5,1,1
emerson,Full-Back,22,22/23,chelsea,west ham,14000000,15400000,0.072947368,0.3214,34,2377,26.4,0.747474747,5.225073622,46.45771981,3.029028187,0.033218292,804.6613378,3.142616744,0,1,3,2,1
pervis estupiñán,Full-Back,23,22/23,villarreal,brighton,20000000,17800000,0,0,28,1575,17.5,0.770491803,6.857142857,46.85714286,3.371428571,0.041301627,968.1142857,2.571428571,0,2,3,1,1
zeki çelik,Full-Back,24,22/23,lille,roma,18000000,7400000,0,0,32,2696,30,0.747663551,8.145400593,46.40207715,2.570474777,0.029579473,1007.459199,2.570474777,0,2,1,-1,1
aaron hickey,Full-Back,19,22/23,bologna,brentford,18000000,14250000,0,0,36,2820,31.3,0.773333333,3.478723404,32.93617021,1.723404255,0.057809331,601.2765957,1.468085106,0,3,5,2,1
álex moreno,Full-Back,28,22/23,real betis,aston villa,20000000,13500000,0,0,30,2404,26.7,0.672727273,7.113144759,38.03660566,2.957570715,0.047479197,797.6455907,2.396006656,0,3,3,0,1
ainsley maitland-niles,Full-Back,24,23/24,arsenal,lyon,8000000,0,0.096742105,0.3101,22,1407,15.6,0.686567164,4.60554371,36.14072495,1.855010661,0.050766284,803.8592751,2.49466951,0,1,1,0,1
nathan collins,Centre-Back,21,23/24,wolves,brentford,22000000,26850000,0,0,26,1814,20.2,0.75,3.721058434,49.66372657,0.297684675,0.018888889,1337.745314,2.579933848,0,4,5,1,1
ilario monterisi,Centre-Back,20,23/24,lecce,frosinone,300000,500000,0,0,,1671,,0.684674984,70.29432456,737.8382747,8.248723988,0.024901581,18306.03459,60.12760293,1,5,5,0,0
yerry mina,Centre-Back,27,23/24,fiorentina,cagliari,5000000,500000,0,0,7,594,6.6,0.666666667,2.121212121,43.33333333,0.454545455,0.01934236,1021.666667,4.090909091,0,3,4,1,0
yerry mina,Centre-Back,27,23/24,everton,fiorentina,10000000,0,0,0,7,594,6.6,0.666666667,2.121212121,43.33333333,0.454545455,0.01934236,1021.666667,4.090909091,0,3,3,0,1
aarón martín,Full-Back,25,23/24,mainz,genoa,7000000,0,0,0,28,1847,20.5,0.736842105,5.40877098,37.0817542,3.654574986,0.039202201,871.9328641,1.364374662,0,3,4,1,0
andoni gorosabel,Full-Back,25,23/24,real sociedad,alavés,9000000,1500000,0,0,27,1708,19,0.724137931,5.796252927,46.79156909,2.529274005,0.029430182,954.5374707,2.318501171,0,3,4,1,1
toni lato,Full-Back,24,23/24,valencia,rcd mallorca,2500000,0,0,0,24,914,10.2,0.586206897,5.711159737,38.40262582,2.855579869,0.03021978,805.4704595,1.47702407,0,3,4,1,0
kevin vogt,Centre-Back,30,23/24,hoffenheim,union berlin,2500000,400000,0.565113423,0.3953,22,1775,19.7,0.87804878,6.084507042,52.37746479,0.963380282,0.017482517,1623.752113,1.064788732,0,3,5,2,0
auston trusty,Centre-Back,23,23/24,arsenal,sheffield utd,10000000,5800000,0,0.4481,44,3929,43.7,0.781818182,3.298549249,24.51005345,0.733010944,0.052554028,634.9249173,4.535505218,0,1,5,4,1
teden mengi,Centre-Back,,23/24,man utd,luton town,2000000,0,0,0.735423333,,1941,,0.803811,89.24137931,1094.03978,7.327898541,0.020988887,27255.96389,68.68356562,1,1,5,4,0
ashley young,Full-Back,37,23/24,aston villa,everton,600000,0,0,0,29,2036,22.6,0.676056338,6.011787819,39.65127701,1.81237721,0.02710496,980.0982318,1.768172888,0,3,3,0,1
tim siersleben,Centre-Back,,23/24,wolfsburg,heidenheim,1500000,500000,0,0,,1293,,0.827020202,65.94861793,650.5480663,5.589666131,0.02222724,17722.52489,46.96057539,1,3,5,2,0
tiago djaló,Centre-Back,22,23/24,lille,juventus,15000000,5100000,0,0,25,2017,22.4,0.814814815,3.525037184,66.08329202,0.133862172,0.011114853,1551.373327,2.186415469,0,2,1,-1,1
armando izzo,Centre-Back,30,23/24,torino,monza,3000000,3000000,0.30214386,0.4205,30,2466,27.4,0.81300813,4.306569343,50.69343066,0.912408759,0.025117739,1214.306569,3.284671533,0,3,5,2,0
manu sánchez,Full-Back,21,23/24,atlético,celta vigo,10000000,0,0,0,31,2124,23.6,0.753846154,6.016949153,38.81355932,3.686440678,0.03835146,774.1525424,2.118644068,0,1,3,2,1
benjamin pavard,Centre-Back,26,23/24,bayern munich,inter,40000000,31400000,0,0,30,2431,27,0.745614035,8.848210613,78.48621966,1.888111888,0.010201543,1918.321678,3.887289181,0,1,1,0,1
stefan posch,Centre-Back,25,23/24,hoffenheim,bologna,14000000,5000000,0.030778947,0.3726,31,2550,28.3,0.672413793,6.811764706,49.65882353,2.082352941,0.036343612,1256.647059,2.470588235,0,3,3,0,0
axel disasi,Centre-Back,24,23/24,monaco,chelsea,30000000,45000000,0,0,38,3330,37,0.88372093,7.297297297,44.05405405,0.783783784,0.019090399,1237.567568,3.162162162,0,2,1,-1,0
sergio ramos,Centre-Back,36,23/24,paris sg,sevilla fc,4500000,0,0,0,33,2704,30,0.882352941,5.924556213,79.68195266,0.499260355,0.010849539,2036.849112,2.696005917,0,1,2,1,1
marin pongracic,Centre-Back,24,23/24,wolfsburg,lecce,4000000,1600000,0,0,,2228,,0.768768769,97.21895332,1158.333616,13.12405484,0.019269122,32364.48264,79.37967255,1,3,5,2,0
simone romagnoli,Centre-Back,32,23/24,lecce,frosinone,750000,100000,0,0,7,167,1.9,0.857142857,2.694610778,32.8742515,0,0.027272727,880.0598802,8.083832335,0,5,5,0,0
sead kolasinac,Centre-Back,29,23/24,marseille,atalanta,8000000,0,0,0,,2036.5,,0.760078439,106.2249014,1200.367362,12.95847802,0.017088383,30864.82636,55.31888092,1,1,2,1,1
santiago bueno,Centre-Back,23,23/24,girona,wolves,8000000,12000000,0,0,34,3010,33.4,0.734042553,5.322259136,47.12292359,0.448504983,0.015037594,1249.504983,3.348837209,0,5,4,-1,1
cenk özkacar,Centre-Back,21,23/24,lyon,valencia,5000000,5000000,0,0.1932,17,1365,15.2,0.820512821,5.538461538,42.59340659,0.527472527,0.018370607,1088.835165,4.549450549,0,1,3,2,1
matheus nunes,Full-Back,,23/24,wolves,man city,45000000,62000000,0,0,,1591,,0.716268072,97.31550381,455.4019488,44.93835827,0.070296014,11726.62094,36.67057837,1,4,1,-3,0
ruben aguilar,Full-Back,29,23/24,monaco,lens,7000000,3500000,0,0,20,1172,13,0.72972973,10.05972696,53.44709898,1.689419795,0.023224044,1186.279863,1.612627986,0,2,5,3,0
christopher lenz,Full-Back,27,23/24,frankfurt,leipzig,2500000,1000000,0,0,24,1290,14.3,0.84,6.488372093,43.3255814,3.627906977,0.029686175,1079.093023,2.441860465,0,3,1,-2,0
christophe hérelle,Centre-Back,29,23/24,brest,fc mtz,2000000,0,0,0,16,1060,11.8,0.8,2.20754717,32.00943396,0.424528302,0.021766965,856.1037736,1.273584906,0,4,,,0
castello lukeba,Centre-Back,19,23/24,lyon,leipzig,25000000,30000000,0,0,34,2986,33.2,0.859649123,5.726724715,61.30609511,0.33154722,0.015617716,1544.919625,1.778298727,0,1,1,0,1
samuel umtiti,Centre-Back,28,23/24,barcelona,lille,4000000,0,0.433251781,0.3977,25,2113,23.5,0.769230769,2.896355892,30.83767156,0.383341221,0.0333081,816.5168008,2.896355892,0,1,2,1,0
ronaël pierre-gabriel,Full-Back,24,23/24,mainz,nantes,3500000,0,0,0,22,889,9.9,0.75,5.264341957,36.8503937,1.721034871,0.050387597,809.0888639,3.948256468,0,3,3,0,0
daley sinkgraven,Full-Back,27,23/24,leverkusen,ud las palmas,2500000,0,0,0,12,344,3.8,0.8,4.186046512,41.59883721,2.354651163,0.055921053,854.4767442,2.61627907,0,1,5,4,0
daley blind,Centre-Back,32,23/24,bayern munich,girona,3000000,0,0,0,13,943,10.5,0.8,20.80593849,94.3902439,5.153764581,0.009382716,2518.472959,2.576882291,0,1,5,4,1
daley blind,Centre-Back,32,23/24,bayern munich,girona,3000000,0,0,0,4,134,1.5,0.5,6.71641791,58.43283582,2.014925373,0.012578616,1556.865672,1.343283582,0,1,5,4,1
mateusz wieteska,Centre-Back,25,23/24,clermont foot,cagliari,3000000,5300000,0,0,35,3117,34.6,0.81443299,3.291626564,38.80654475,0.230991338,0.017755682,1032.098171,2.91626564,0,5,4,-1,0
ryan giles,Full-Back,22,23/24,wolves,luton town,9000000,5850000,0,0.7338,45,3836,42.6,0.80952381,5.020855057,41.24608968,5.232012513,0.019758183,914.4056309,1.102711157,0,4,5,1,1
césar azpilicueta,Centre-Back,32,23/24,chelsea,atlético,5000000,0,0,0,25,1527,17,0.709677419,5.540275049,51.39489194,2.121807466,0.02851711,1016.404715,3.182711198,0,1,1,0,0
rogério,Full-Back,24,23/24,sassuolo,wolfsburg,5500000,5500000,0,0.0568,36,2996,33.3,0.783783784,8.861815754,49.3858478,3.454606142,0.020554344,1188.684913,1.261682243,0,3,3,0,1
robin gosens,Full-Back,28,23/24,inter,union berlin,15000000,13000000,0.498869187,0.1989,32,1184,13.2,0.719298246,5.320945946,38.46283784,3.344594595,0.037260826,847.7027027,2.888513514,0,1,5,4,0
josko gvardiol,Centre-Back,,23/24,leipzig,man city,75000000,90000000,0,0.735423333,,1941,,0.803811,89.24137931,1094.03978,7.327898541,0.020988887,27255.96389,68.68356562,1,1,1,0,1
matt doherty,Full-Back,30,23/24,atlético,wolves,5000000,0,0,0,14,685,7.6,0.75,4.729927007,44.01459854,2.102189781,0.044871795,814.8613139,3.941605839,0,1,4,3,0
josh doig,Full-Back,20,23/24,hellas verona,sassuolo,7000000,6500000,0,0,22,1354,15,0.633333333,4.519940916,23.92909897,2.459379616,0.083769634,597.2968981,1.595273264,0,4,3,-1,1
riccardo marchizza,Full-Back,24,23/24,sassuolo,frosinone,1000000,1300000,0.300929825,0.4367,10,283,3.1,1,5.724381625,43.56890459,1.908127208,0.042253521,962.6501767,2.22614841,0,3,5,2,0
jordan zemura,Full-Back,22,23/24,bournemouth,udinese,6000000,0,0,0,19,1454,16.2,0.727272727,5.199449794,26.1829436,2.785419532,0.077097506,579.6148556,1.918844567,0,4,3,-1,0
jordan beyer,Centre-Back,22,23/24,mönchengladbach,burnley,16000000,15000000,0,0,30,2531,28.1,0.75,5.404978269,73.78506519,0.391149743,0.009664293,1790.07902,3.733702094,0,3,4,1,1
danilo d'ambrosio,Centre-Back,33,23/24,inter,monza,1500000,0,0,0,15,733,8.1,0.771428571,5.156889495,60.53206003,1.841746248,0.026068822,1377.503411,3.06957708,0,1,5,4,0
rob holding,Centre-Back,26,23/24,arsenal,crystal palace,8000000,1200000,0,0,14,566,6.3,0.727272727,4.293286219,60.74204947,0.318021201,0.012362637,1621.113074,4.293286219,0,1,3,2,1
quentin merlin,Full-Back,20,23/24,nantes,marseille,10000000,10000000,0,0,24,1791,19.9,0.781818182,6.884422111,43.06532663,3.869346734,0.025,1114.924623,1.75879397,0,3,1,-2,1
raphaël guerreiro,Full-Back,28,23/24,dortmund,bayern munich,20000000,0,0,0,27,2290,25.4,0.777777778,10.84716157,58.75545852,5.541484716,0.018329939,1181.39738,0.982532751,0,1,1,0,1
ramy bensebaini,Centre-Back,27,23/24,mönchengladbach,dortmund,20000000,0,0,0,28,2481,27.6,0.814285714,5.114873035,43.24062878,2.140266022,0.034755829,1007.883918,3.22853688,0,3,1,-2,1
radu drăgușin,Centre-Back,20,23/24,juventus,genoa,8000000,9700000,0,0.4028,38,3375,37.5,0.831325301,3.493333333,44.32,0.426666667,0.018390805,1118.586667,2.933333333,0,1,4,3,0
joakim maehle,Full-Back,,23/24,atalanta,wolfsburg,14000000,12500000,0,0,,1843,,0.779207072,99.73156682,912.5084972,20.26275959,0.023919562,21883.91257,54.21455925,1,2,3,1,1
el chadaille bitshiabu,Centre-Back,17,23/24,paris sg,leipzig,7000000,15000000,0,0,13,583,6.5,0.842105263,3.704974271,66.38078902,0.308747856,0.012471655,1532.933105,2.006861063,0,1,1,0,1
filippo terracciano,Full-Back,19,23/24,hellas verona,ac milan,3500000,4500000,0,0,20,821,9.1,0.766666667,5.80998782,25.76126675,2.411693057,0.055445545,666.2850183,3.069427527,0,4,1,-3,1
filippo missori,Full-Back,18,23/24,roma,sassuolo,800000,2500000,0,0,3,181,2,0.857142857,0.497237569,20.38674033,0,0.129032258,486.7955801,2.486187845,0,1,3,2,0
felix passlack,Full-Back,24,23/24,dortmund,vfl bochum,1500000,0,0,0,3,64,0.7,0.75,12.65625,42.1875,7.03125,0.031746032,1355.625,5.625,0,1,,,0
pau torres,Centre-Back,25,23/24,villarreal,aston villa,45000000,33000000,0,0.3425,34,3054,33.9,0.678571429,8.04518664,54.66601179,0.854616896,0.013239665,1473.801572,2.475442043,0,2,3,1,1
jean-kévin duverne,Centre-Back,,23/24,brest,nantes,4000000,0,0,0,,1746,,0.790468217,67.77066667,859.808,8.535207184,0.027363041,20615.95598,50.72989304,1,4,3,-1,0
javier manquillo,Full-Back,28,23/24,newcastle,celta vigo,2000000,0,0,0,4,37,0.4,0.75,14.59459459,58.37837838,0,0,1250.27027,4.864864865,0,3,3,0,0
javi galán,Full-Back,27,23/24,celta vigo,atlético,12000000,5000000,0,0,37,3160,35.1,0.779310345,7.575949367,44.91455696,4.414556962,0.047445255,1009.082278,2.990506329,0,3,1,-2,1
evan ndicka,Centre-Back,,23/24,frankfurt,roma,28000000,0,0,0,,1293,,0.827020202,65.94861793,650.5480663,5.589666131,0.02222724,17722.52489,46.96057539,1,3,1,-2,1
radu drăgușin,Centre-Back,20,23/24,genoa,tottenham,20000000,25000000,0,0,38,3375,37.5,0.831325301,3.493333333,44.32,0.426666667,0.018390805,1118.586667,2.933333333,0,4,2,-2,0
micky van de ven,Centre-Back,21,23/24,wolfsburg,tottenham,30000000,40000000,0,0,33,2970,33,0.788732394,4.666666667,46.6969697,0.484848485,0.01674069,1227.454545,1.96969697,0,3,2,-1,1
fran garcía,Full-Back,,23/24,rayo vallecano,real madrid,12000000,5000000,0,0,,1591,,0.716268072,97.31550381,455.4019488,44.93835827,0.070296014,11726.62094,36.67057837,1,4,1,-3,1
florian lejeune,Centre-Back,31,23/24,alavés,rayo vallecano,4000000,2500000,0.096273684,0.3068,31,2565,28.5,0.744186047,3.087719298,38.94736842,0.49122807,0.013927577,1274.421053,2.666666667,0,4,4,0,0
patric pfeiffer,Centre-Back,,23/24,darmstadt 98,augsburg,3000000,0,0,0,,1671,,0.684674984,70.29432456,737.8382747,8.248723988,0.024901581,18306.03459,60.12760293,1,5,3,-2,0
pasquale mazzocchi,Full-Back,27,23/24,salernitana,napoli,4000000,3000000,0,0,27,1958,21.8,0.666666667,5.975485189,32.26762002,3.585291113,0.078734859,695.040858,1.378958121,0,5,1,-4,1
ola aina,Full-Back,25,23/24,torino,nott'm forest,3500000,0,0,0,19,876,9.7,0.857142857,8.01369863,41.30136986,4.006849315,0.046373365,953.3219178,2.568493151,0,3,5,2,1
isak hien,Centre-Back,23,23/24,hellas verona,atalanta,9000000,8860000,0,0,32,2607,29,0.644230769,2.451093211,26.75489068,0.207134638,0.061294766,768.1242808,4.004602992,0,4,2,-2,1
min-jae kim,Centre-Back,,23/24,napoli,bayern munich,60000000,50000000,0,0.735423333,,1941,,0.803811,89.24137931,1094.03978,7.327898541,0.020988887,27255.96389,68.68356562,1,1,1,0,1
milan škriniar,Centre-Back,27,23/24,inter,paris sg,50000000,0,0,0,21,1769,19.7,0.738095238,4.934991521,64.86715659,0.559638214,0.023424191,1602.600339,1.780667044,0,1,1,0,0
gabriel paulista,Centre-Back,31,23/24,valencia,atlético,2500000,0,0,0,21,1504,16.7,0.836734694,4.368351064,38.59707447,0.53856383,0.017064846,1073.058511,3.051861702,0,3,1,-2,0
pablo marí,Centre-Back,28,23/24,arsenal,monza,5000000,6200000,0.264892426,0.4632,30,2487,27.6,0.735294118,2.279855247,51.78528347,0.217129071,0.01926858,1474.197829,2.822677925,0,1,5,4,0
hamari traoré,Full-Back,30,23/24,rennes jugend,real sociedad,10000000,0,0,0,31,2528,28.1,0.813953488,7.618670886,54.86155063,2.741297468,0.020814203,1260.747627,2.314082278,0,2,3,1,1
igor julio,Centre-Back,,23/24,fiorentina,brighton,10000000,16500000,0,0,,1293,,0.827020202,65.94861793,650.5480663,5.589666131,0.02222724,17722.52489,46.96057539,1,3,3,0,1
iñigo martínez,Centre-Back,31,23/24,bilbao athletic,barcelona,10000000,0,0,0,15,1338,14.9,0.722222222,4.775784753,42.17488789,0.470852018,0.015926236,1227.443946,2.286995516,0,3,1,-2,1
francesco acerbi,Centre-Back,34,23/24,lazio,inter,4000000,4000000,0.115450877,0.2159,31,2425,26.9,0.810810811,5.158762887,54,1.298969072,0.014800759,1303.571134,3.6,0,2,1,-1,1
valentino lazaro,Full-Back,26,23/24,inter,torino,5000000,3400000,0.837327247,0.5143,23,1373,15.3,0.615384615,7.734887109,44.18062637,4.32629279,0.026397516,1024.217043,1.245447924,0,1,3,2,0
konstantinos mavropanos,Centre-Back,24,23/24,stuttgart,west ham,15000000,20000000,0.156568122,0.1023,28,2286,25.4,0.796460177,6.062992126,49.40944882,1.220472441,0.025094103,1484.448819,4.251968504,0,3,3,0,1
