PlayerName,Position,Age,Season,LeftClub,JoinedClub,MarketValue,Fee,Loan_Index,Injury_Index,Minutes_Played,Nineties_Played,Starts,Role_In_Prev_Club_Index,Goals,Assists,PKs,PKsM,Prev_Comp,Key_Passes,CrsPA,Progressive_Passes,Performance_Index,Nationality,Missing_Stats?,club_left_rank,club_joined_rank,Delta_Club_Rank,Transfer_Success
michael gregoritsch,Centre-Forward,28,22/23,augsburg,freiburg,4500000,0.0,0.2273,0.1410666666666666,1392,15.5,15.0,40.23948760790866,9,0,1,0,Bundesliga,8,3,36,24.32176815434127,AUT,0,3,3,0,0
hee-chan hwang,Centre-Forward,26,22/23,leipzig,wolves,16000000,16700000.0,0.0,0.0,1865,20.7,20.0,53.6967418546366,5,1,0,0,Bundesliga,16,0,57,22.940565412012653,KOR,0,1,4,3,0
hugo duro,Centre-Forward,22,22/23,getafe,valencia,10000000,4000000.0,0.3021,0.0,1834,20.4,22.0,55.93149540517961,7,1,0,0,Liga,14,0,21,19.58708085804521,ESP,0,3,3,0,1
jens petter hauge,Left Winger,22,22/23,ac milan,frankfurt,8000000,8200000.0,0.0,0.0,1040,11.6,9.0,27.18602060707324,2,2,0,0,Bundesliga,12,2,35,12.529570048434843,NOR,0,1,3,2,1
joaquin correa,Centre-Forward,27,22/23,lazio,inter,23000000,27300000.0,0.1364,0.5343402400498152,1025,11.4,12.0,30.868838763575607,6,1,0,0,Serie A,19,0,38,22.209345629457747,ARG,0,2,1,-1,0
borja mayoral,Centre-Forward,25,22/23,real madrid,getafe,9000000,10000000.0,0.2402,0.0731210526315789,1140,12.7,12.0,32.588415483152325,6,1,1,0,Liga,13,2,26,19.397965948739618,ESP,0,1,3,2,1
nuno da costa,Centre-Forward,28,22/23,nott'm forest,aj auxerre,1200000,0.0,0.0,0.0,2003,22.25555555555556,17.820580474934037,52.88669775353725,5,4,0,0,Ligue 1,25,5,32,25.57250908387381,CPV,0,5,5,0,0
goncalo guedes,Left Winger,25,22/23,valencia,wolves,40000000,32600000.0,0.0,0.0,2606,29.0,30.0,77.83347257031468,11,6,1,1,Liga,43,15,120,49.12020309301579,POR,0,3,4,1,0
goncalo paciencia,Centre-Forward,27,22/23,frankfurt,celta vigo,3000000,790000.0,0.0,0.0,516,5.7,4.0,12.802840434419382,3,0,1,1,Bundesliga,6,0,18,9.605778242729336,POR,0,3,3,0,0
mattia zaccagni,Left Winger,27,22/23,hellas verona,lazio,18000000,7100000.0,0.1875,0.3133011441647597,1876,20.8,21.0,55.14480646059594,4,5,0,0,Serie A,27,0,55,23.88998532938191,ITA,0,4,2,-2,1
sofiane diop,Left Winger,22,22/23,monaco,nice,20000000,22000000.0,0.0,0.0,1948,21.6,24.0,60.15037593984962,6,4,0,0,Ligue 1,38,5,130,37.77774193365959,FRA,0,2,3,1,0
gianluca caprari,Centre-Forward,29,22/23,sampdoria,hellas verona,10000000,5000000.0,0.4742,0.1951859649122806,2739,30.4,33.0,83.63269284321916,12,7,2,0,Serie A,63,5,164,71.96597043909516,ITA,0,3,4,1,0
gianluca scamacca,Centre-Forward,23,22/23,sassuolo,west ham,30000000,38600000.0,0.4318,0.1248491228070175,2146,23.8,25.0,64.37621832358674,16,0,1,0,Serie A,25,0,36,39.17339492620748,ITA,0,3,3,0,0
danny ings,Centre-Forward,30,22/23,aston villa,west ham,16000000,12000000.0,0.0,0.0,1898,21.1,22.0,56.85742133110554,7,6,1,0,Premier League,15,0,39,26.45485251707097,ENG,0,3,3,0,0
taiwo awoniyi,Centre-Forward,24,22/23,union berlin,nott'm forest,20000000,20500000.0,0.0,0.0,2174,24.2,29.0,70.16847674742411,15,1,2,0,Bundesliga,27,3,51,42.65640230086352,NGA,0,5,5,0,1
takefusa kubo,Right Winger,21,22/23,real madrid,real sociedad,7500000,6500000.0,0.3693,0.2693842105263158,1605,17.8,17.0,45.91339459760512,1,0,0,0,Liga,32,5,68,19.814683737867565,JPN,0,1,3,2,1
joshua zirkzee,Centre-Forward,23,22/23,bayern munich,bologna,11000000,27500000.0,0.3988,0.166703320802005,822,9.133333333333333,17.820580474934037,35.52926095165599,2,2,0,0,Serie A,16,0,17,12.01090206092798,NED,0,1,3,2,1
josip brekalo,Left Winger,24,22/23,wolfsburg,fiorentina,7500000,1700000.0,0.1932,0.3550900928792569,21,0.2,0.0,0.2645502645502646,0,1,0,0,Bundesliga,1,0,1,1.7642899689867129,CRO,0,3,3,0,0
mathys tel,Centre-Forward,17,22/23,rennes jugend,bayern munich,2000000,20000000.0,0.0,0.0,56,0.6,0.0,0.7936507936507936,0,0,0,0,Ligue 1,1,0,2,0.6154284860682844,FRA,0,2,1,-1,0
georginio rutter,Centre-Forward,20,22/23,hoffenheim,leeds united,16000000,40500000.0,0.0,0.0,1611,17.9,13.0,40.78251183514341,8,2,0,0,Bundesliga,15,4,42,27.511256448622653,FRA,0,3,5,2,1
mathias pereira lage,Left Winger,28,22/23,angers,brest,2500000,0.0,0.0,0.0,1264,14.044444444444444,17.820580474934037,42.02543967005693,2,1,0,0,Ligue 1,14,2,30,11.196900769560932,POR,0,4,4,0,0
timo werner,Left Winger,26,22/23,chelsea,leipzig,35000000,20000000.0,0.0,0.0,1283,14.3,15.0,38.65218602060708,4,1,0,0,Premier League,8,1,18,9.245317079594278,GER,0,1,1,0,0
takumi minamino,Left Winger,27,22/23,liverpool,monaco,12000000,15000000.0,0.3011,0.0575473684210526,186,2.1,1.0,4.093567251461988,3,0,0,0,Premier League,2,0,5,3.4785704518418954,JPN,0,1,2,1,1
tairyk arconte,Centre-Forward,19,22/23,ajaccio,brest,400000,0.0,0.0,0.0,128,1.4222222222222225,17.820580474934037,25.329378529551345,0,0,0,0,Ligue 1,2,0,1,0.7254598221884608,FRA,0,5,4,-1,0
gabriel jesus,Centre-Forward,25,22/23,man city,arsenal,50000000,52200000.0,0.0,0.0,1877,20.9,21.0,55.277081592871056,8,8,1,0,Premier League,38,4,55,40.375013026645085,BRA,0,1,1,0,0
gaetan laborde,Centre-Forward,28,22/23,rennes jugend,nice,18000000,15000000.0,0.0,0.0,3070,34.1,36.0,92.47424115845168,15,8,2,0,Ligue 1,41,11,61,56.74443153809176,FRA,0,2,3,1,1
arkadiusz milik,Centre-Forward,28,22/23,napoli,marseille,16000000,9700000.0,0.3249,0.6026369094649455,1416,15.7,15.0,40.50403787245892,7,2,1,0,Ligue 1,15,0,25,21.250819118725747,POL,0,1,1,0,1
marlos moreno,Left Winger,25,22/23,man city,troyes,900000,1650000.0,0.0,0.0,1673,18.58888888888889,17.820580474934037,48.03660957011572,5,3,1,0,Premier League,34,5,82,29.15662495980433,,1,1,5,4,0
martin braithwaite,Centre-Forward,31,22/23,barcelona,espanyol,6000000,0.0,0.0,0.0,235,2.6,3.0,7.386521860206072,2,1,0,0,Liga,2,0,4,5.210510664399024,DEN,0,1,3,2,0
jeremie boga,Left Winger,25,22/23,sassuolo,atalanta,19000000,22000000.0,0.1761,0.4337698775239986,1434,15.9,15.0,40.7685881370092,0,2,0,0,Serie A,27,1,70,18.77688651106728,CIV,0,3,2,-1,1
robert lewandowski,Centre-Forward,33,22/23,bayern munich,barcelona,45000000,45000000.0,0.0,0.0,2946,32.7,34.0,87.99081035923142,35,3,5,0,Bundesliga,37,3,81,84.60085452015652,POL,0,1,1,0,1
florian niederlechner,Centre-Forward,31,22/23,augsburg,hertha bsc,2200000,800000.0,0.0,0.0,1165,12.9,13.0,34.1687552213868,5,3,0,0,Bundesliga,15,1,19,18.123723427039884,GER,0,3,3,0,0
francesco caputo,Centre-Forward,34,22/23,sassuolo,sampdoria,2500000,4000000.0,0.3949,0.1752369218500797,2946,32.7,33.0,86.6750208855472,11,4,0,1,Serie A,42,2,34,39.12692961356429,ITA,0,3,3,0,1
frank tsadjout,Centre-Forward,24,22/23,ac milan,cremonese,900000,400000.0,0.0,0.0,1051,11.677777777777775,17.820580474934037,38.89492820621213,3,1,0,0,Serie A,10,0,18,11.431144795121032,ITA,0,1,5,4,0
anthony gordon,Left Winger,21,22/23,everton,newcastle,40000000,45600000.0,0.0,0.0,2285,25.4,25.0,66.49262043998885,4,2,0,0,Premier League,35,8,51,25.18333075614687,ENG,0,3,3,0,1
kamaldeen sulemana,Left Winger,20,22/23,rennes jugend,southampton,18000000,25000000.0,0.0,0.0,1015,11.3,11.0,29.42077415761627,4,2,0,0,Ligue 1,21,6,42,19.2343257538421,GHA,0,2,4,2,1
kenedy,Left Winger,25,22/23,chelsea,real valladolid,7000000,500000.0,0.0,0.0,275,3.055555555555556,17.820580474934037,27.489872356711835,0,1,0,0,Liga,4,2,4,3.843398323779178,BRA,0,1,5,4,0
divock origi,Centre-Forward,27,22/23,liverpool,ac milan,12000000,0.0,0.0,0.0,133,1.5,0.0,1.9841269841269844,3,0,0,0,Premier League,0,0,2,5.239344459722152,BEL,0,1,1,0,0
pablo sarabia,Right Winger,30,22/23,paris sg,wolves,20000000,5000000.0,0.0,0.0,22,0.2,0.0,0.2645502645502646,1,0,0,0,Ligue 1,0,0,0,0.7807711548186286,ESP,0,1,4,3,0
riccardo ciervo,Left Winger,20,22/23,roma,sassuolo,1500000,2000000.0,0.1755,0.0,1736,19.288888888888888,17.820580474934037,48.962535496041646,4,4,0,0,Serie A,35,6,69,29.02707162005932,,1,1,3,2,0
richarlison,Centre-Forward,25,22/23,everton,tottenham,48000000,58000000.0,0.0,0.0,2523,28.0,28.0,73.87914230019493,10,5,3,0,Premier League,29,1,42,35.490838708748406,BRA,0,3,2,-1,1
felix afena-gyan,Left Winger,19,22/23,roma,cremonese,6000000,6000000.0,0.0,0.0,668,7.4,6.0,17.68309663046505,2,0,0,0,Serie A,6,1,7,4.521292313168904,GHA,0,1,5,4,1
raphinha,Left Winger,25,22/23,leeds united,barcelona,45000000,58000000.0,0.0,0.0,2915,32.4,34.0,87.59398496240601,11,3,4,0,Premier League,65,11,134,51.24930142376616,BRA,0,5,1,-4,1
raul de tomas,Centre-Forward,27,22/23,espanyol,rayo vallecano,25000000,11000000.0,0.0,0.0,2914,32.4,33.0,86.27819548872179,17,3,5,0,Liga,25,4,86,53.127335929474114,ESP,0,3,4,1,1
edinson cavani,Centre-Forward,35,22/23,man utd,valencia,4000000,0.0,0.0,0.0,766,8.5,7.0,20.45391255917572,2,1,0,0,Premier League,7,0,9,7.445324511493601,URU,0,1,3,2,0
andrea belotti,Centre-Forward,28,22/23,torino,roma,20000000,0.0,0.0,0.0,1371,15.2,16.0,41.15845168476747,8,1,3,0,Serie A,10,0,24,20.612627472389608,ITA,0,3,1,-2,0
manu vallejo,Centre-Forward,25,22/23,valencia,girona,3000000,0.0,0.3845,0.0,468,5.2,2.0,9.5098858256753,1,1,0,0,Liga,5,2,9,6.135383966171616,ESP,0,3,5,2,0
vedat muriqi,Centre-Forward,28,22/23,lazio,rcd mallorca,7000000,8020000.0,0.0,0.0,1653,18.4,17.0,46.70704539125591,5,3,2,0,Liga,14,1,37,20.87760927395899,KVX,0,2,4,2,0
paulo dybala,Centre-Forward,28,22/23,juventus,roma,35000000,0.0,0.0,0.0,2061,22.9,26.0,64.50153160679476,10,5,1,1,Serie A,38,6,103,50.4766989885148,ARG,0,1,1,0,1
federico bonazzoli,Centre-Forward,25,22/23,sampdoria,salernitana,5000000,5000000.0,0.5775,0.3037298947368421,1866,20.7,19.0,52.38095238095239,10,0,2,0,Serie A,10,2,46,27.756961484002733,ITA,0,3,5,2,0
federico chiesa,Right Winger,24,22/23,fiorentina,juventus,65000000,44600000.0,0.0511,0.732111373260738,863,9.6,11.0,27.17209690893901,2,2,0,0,Serie A,17,5,32,14.96388883434358,ITA,0,3,1,-2,1
raheem sterling,Right Winger,27,22/23,man city,chelsea,70000000,56200000.0,0.0,0.0,2128,23.6,23.0,61.48008911166807,13,5,2,1,Premier League,42,9,65,40.32271086555039,ENG,0,1,1,0,0
randal kolo muani,Centre-Forward,23,22/23,nantes,frankfurt,16000000,0.0,0.0,0.0,2948,32.8,34.0,88.12308549150654,12,4,0,0,Ligue 1,40,6,28,40.95566135498661,FRA,0,3,3,0,1
luka jovic,Centre-Forward,24,22/23,real madrid,fiorentina,16000000,0.0,0.1847,0.4276126802856197,369,4.1,17.820580474934037,28.871412627141,1,3,0,0,Liga,5,0,7,6.340017979808326,SRB,0,1,3,2,0
amine gouiri,Centre-Forward,22,22/23,nice,rennes jugend,42000000,28000000.0,0.0,0.0,2754,30.6,32.0,82.58145363408522,10,9,3,2,Ligue 1,49,8,104,57.4353368865748,ALG,0,3,2,-1,1
willian jose,Centre-Forward,30,22/23,real sociedad,real betis,12000000,10000000.0,0.0,0.0,1604,17.8,19.0,48.54497354497354,8,4,3,0,Liga,22,2,38,29.328438398347444,BRA,0,3,3,0,1
alexandre lacazette,Centre-Forward,31,22/23,arsenal,lyon,15000000,0.0,0.0,0.0,1782,19.8,20.0,52.5062656641604,4,7,2,1,Premier League,29,1,52,28.793426505022303,FRA,0,1,1,0,0
alexis sanchez,Centre-Forward,33,22/23,inter,marseille,3500000,0.0,0.0,0.0,881,9.8,7.0,22.17348927875244,5,2,0,0,Serie A,20,5,76,30.16975866997132,CHI,0,1,1,0,1
erling haaland,Centre-Forward,22,22/23,dortmund,man city,150000000,60000000.0,0.0,0.0,1911,21.2,21.0,55.673906989696455,22,8,6,0,Bundesliga,23,1,41,55.39517780511595,NOR,0,1,1,0,1
ermedin demirovic,Centre-Forward,24,22/23,freiburg,augsburg,6000000,2300000.0,0.0,0.0,871,9.677777777777775,17.820580474934037,36.24942556070948,2,3,0,0,Bundesliga,10,1,10,10.31263368692442,BIH,0,3,3,0,0
iliman ndiaye,Right Winger,25,23/24,sheffield utd,marseille,18000000,17000000.0,0.0,0.0,1618,17.977777777777778,17.820580474934037,47.22826153954547,3,3,0,0,Ligue 1,22,3,62,21.01153144781706,SEN,0,5,1,-4,1
moussa diaby,Right Winger,24,23/24,leverkusen,aston villa,50000000,55000000.0,0.0,0.0,2699,30.0,33.0,83.10359231411863,9,8,0,1,Bundesliga,58,15,104,52.883813579031134,FRA,0,1,3,2,1
nicolas jackson,Centre-Forward,22,23/24,villarreal,chelsea,30000000,37000000.0,0.0,0.0,1598,17.8,16.0,44.597605123920914,12,4,0,0,Liga,21,0,40,35.04223224508294,SEN,0,2,1,-1,1
niclas fullkrug,Centre-Forward,30,23/24,werder bremen,dortmund,13000000,17250000.0,0.0,0.0,2477,27.5,28.0,73.21776663881927,16,5,5,0,Bundesliga,34,1,90,54.77450442461269,GER,0,3,1,-2,1
harry kane,Centre-Forward,30,23/24,tottenham,bayern munich,90000000,95000000.0,0.0,0.0,3405,37.8,38.0,100.0,30,3,5,1,Premier League,57,6,180,100.0,ENG,0,2,1,-1,1
hamed traore,Left Winger,23,23/24,sassuolo,bournemouth,22000000,25620000.0,0.2472,0.6601148601232811,1018,11.3,11.0,29.42077415761627,0,3,0,0,2 Comps,31,6,52,21.494572357396223,CIV,0,3,4,1,1
alexander srloth,Centre-Forward,27,23/24,leipzig,villarreal,12000000,10000000.0,0.0,0.0,2392,26.57777777777778,17.820580474934037,58.60392291520684,12,3,0,0,Bundesliga,31,2,20,34.627701334169075,NOR,0,1,2,1,1
yayah kallon,Right Winger,22,23/24,genoa,hellas verona,1500000,1800000.0,0.2386,0.1355228070175438,860,9.6,8.0,23.22472848788638,1,1,0,0,Serie A,13,6,22,10.984810065726792,SLE,0,4,4,0,0
adama traore,Right Winger,27,23/24,wolves,fulham,10000000,0.0,0.1136,0.1532473684210526,1496,16.6,12.0,37.74714564188248,2,1,0,0,Premier League,24,14,36,20.011924542487314,ESP,0,4,4,0,1
timothy weah,Right Winger,23,23/24,lille,juventus,14000000,11000000.0,0.0,0.0,1748,19.4,18.0,49.345586187691445,0,2,0,0,Ligue 1,16,10,79,20.49454356757498,USA,0,2,1,-1,1
anthony elanga,Right Winger,21,23/24,man utd,nott'm forest,18000000,22930000.0,0.0,0.0,426,4.7,5.0,12.795878585352272,0,1,0,0,Premier League,6,0,8,3.9962188417722415,SWE,0,1,5,4,1
ansgar knauff,Right Winger,20,23/24,dortmund,frankfurt,8000000,5000000.0,0.0,0.0,114,1.2666666666666666,17.820580474934037,25.12361721267892,0,0,0,0,Bundesliga,1,0,2,0.5127908940857779,GER,0,1,3,2,0
luka romero,Right Winger,18,23/24,lazio,ac milan,3000000,0.0,0.0,0.0,151,1.7,1.0,3.564466722361459,1,0,0,0,Serie A,2,0,4,1.8063529429901848,ARG,0,2,1,-1,0
luka jovic,Centre-Forward,25,23/24,fiorentina,ac milan,8000000,500000.0,0.0,0.0,1534,17.044444444444444,17.820580474934037,45.993693638310894,6,3,0,1,Serie A,23,0,28,23.061433356669266,SRB,0,3,1,-2,0
alexis sanchez,Centre-Forward,34,23/24,marseille,inter,4000000,0.0,0.0,0.0,2679,29.8,32.0,81.52325257588416,14,3,2,1,Ligue 1,55,5,127,63.92752448660701,CHI,0,1,1,0,0
andy delort,Centre-Forward,31,23/24,nice,nantes,7000000,5000000.0,0.0,0.0,1250,13.9,15.0,38.12308549150655,6,1,3,0,Ligue 1,20,4,28,22.56556798711676,ALG,0,3,3,0,0
andrea pinamonti,Centre-Forward,24,23/24,inter,sassuolo,15000000,20000000.0,0.3904,0.3987202429149797,2161,24.0,25.0,64.640768588137,5,0,1,0,Serie A,17,2,29,18.671835292977924,ITA,0,1,3,2,0
antoine griezmann,Centre-Forward,32,23/24,barcelona,atlético,25000000,22000000.0,0.0,0.0,2859,31.8,31.0,82.8529657477026,15,16,0,0,Liga,84,13,171,93.82325160481254,FRA,0,1,1,0,1
keinan davis,Centre-Forward,27,23/24,aston villa,udinese,3000000,2300000.0,0.3801,0.3011543859649123,186,2.066666666666667,17.820580474934037,26.181818270879976,1,0,0,0,Serie A,3,0,6,3.4804231336793245,ENG,0,3,3,0,0
beto,Centre-Forward,25,23/24,udinese,everton,25000000,25000000.0,0.0,0.0,2129,23.7,23.0,61.61236424394318,10,1,1,0,Serie A,23,0,13,25.64824162619957,GNB,0,3,3,0,1
bertrand traore,Right Winger,27,23/24,aston villa,villarreal,10000000,0.0,0.4107,0.3259159791370317,233,2.6,1.0,4.75494291283765,2,0,0,0,Premier League,1,3,9,4.158201503491944,BFA,0,3,2,-1,0
jeremie boga,Left Winger,26,23/24,atalanta,nice,14000000,17500000.0,0.0,0.0,782,8.7,5.0,18.08688387635756,2,5,0,0,Ligue 1,34,8,53,27.638221171627816,CIV,0,2,3,1,1
junior messias,Right Winger,32,23/24,ac milan,genoa,3000000,1500000.0,0.0,0.0,1498,16.6,19.0,46.95767195767196,5,2,0,0,Serie A,13,2,54,17.266152793622215,BRA,0,1,4,3,0
kevin schade,Left Winger,21,23/24,freiburg,brentford,25000000,25000000.0,0.3011,0.2184947368421053,914,10.2,8.0,24.01837928153717,1,1,0,0,Bundesliga,8,2,18,7.339384250227638,GER,0,3,5,2,1
kevin behrens,Centre-Forward,32,23/24,union berlin,wolfsburg,4000000,2000000.0,0.0,0.0,1535,17.1,17.0,44.9874686716792,8,1,0,0,Bundesliga,21,1,71,32.034579353220764,GER,0,5,3,-2,0
sven michel,Left Winger,33,23/24,union berlin,augsburg,900000,950000.0,0.0,0.0,495,5.5,2.0,9.906711222500697,3,1,1,0,Bundesliga,7,2,12,7.945434868921306,GER,0,5,3,-2,0
arkadiusz milik,Centre-Forward,29,23/24,marseille,juventus,8000000,7300000.0,0.1847,0.5200516800475766,1715,19.1,19.0,50.264550264550266,7,1,0,1,Ligue 1,18,0,35,23.059589102214563,POL,0,1,1,0,0
sergio camello,Centre-Forward,22,23/24,atlético,rayo vallecano,10000000,5000000.0,0.0,0.0,2401,26.7,27.0,70.843776106934,6,5,0,0,Liga,28,0,42,28.23519533623519,ESP,0,1,4,3,0
sergi canos,Left Winger,26,23/24,brentford,valencia,9000000,250000.0,0.3994,0.3792631578947368,77,0.9,0.0,1.190476190476191,0,0,0,0,Premier League,1,0,2,0.5127908940857779,ESP,0,5,3,-2,1
kang-in lee,Right Winger,22,23/24,rcd mallorca,paris sg,22000000,22000000.0,0.0,0.0,2823,31.4,33.0,84.95544416597048,6,6,0,0,Liga,54,11,96,44.02046544964438,KOR,0,4,1,-3,1
kai havertz,Centre-Forward,24,23/24,chelsea,arsenal,55000000,75000000.0,0.0,0.0,2569,28.5,30.0,77.17209690893903,7,1,1,0,Premier League,38,2,89,38.607870092362994,GER,0,1,1,0,0
mariano diaz,Centre-Forward,30,23/24,real madrid,sevilla fc,2500000,0.0,0.0,0.0,157,1.7,1.0,3.564466722361459,0,0,0,0,La Liga,1,0,2,0.6154284860682844,DOM,0,1,2,1,0
marcus thuram,Centre-Forward,25,23/24,mönchengladbach,inter,32000000,0.0,0.0,0.0,2513,27.9,28.0,73.7468671679198,13,6,0,0,Bundesliga,29,0,46,41.33789732523703,FRA,0,3,1,-2,1
jeremy doku,Left Winger,21,23/24,rennes jugend,man city,28000000,60000000.0,0.0,0.0,1291,14.3,13.0,36.02060707323865,6,2,0,0,Premier League,30,3,71,25.319271396342604,BEL,0,2,1,-1,1
brennan johnson,Right Winger,22,23/24,nott'm forest,tottenham,38000000,55000000.0,0.0,0.0,2934,32.6,33.0,86.54274575327207,8,3,1,2,Premier League,28,6,30,24.431565726256668,WAL,0,5,2,-3,1
sheraldo becker,Left Winger,28,23/24,union berlin,real sociedad,12000000,3000000.0,0.0,0.0,2554,28.4,33.0,80.98719019771652,11,7,0,0,Bundesliga,44,30,44,48.90821224882828,SUR,0,5,3,-2,0
samuel chukwueze,Right Winger,24,23/24,villarreal,ac milan,25000000,21100000.0,0.0,0.0,2339,26.0,27.0,69.91785018100808,6,5,0,0,Liga,44,7,85,36.7809364872443,NGA,0,2,1,-1,0
samu aghehowa,Centre-Forward,19,23/24,granada,atlético,200000,6000000.0,0.0,0.0,1998,22.2,17.820580474934037,52.81321156893994,9,1,0,0,Liga,18,0,18,23.463947270124223,ESP,0,4,1,-3,0
chris wood,Centre-Forward,31,23/24,newcastle,nott'm forest,8000000,17000000.0,0.0,0.0,818,9.1,9.0,23.87914230019493,3,0,1,0,Premier League,6,0,11,8.42651822618375,NZL,0,3,5,2,1
cameron archer,Centre-Forward,22,23/24,aston villa,sheffield utd,12000000,21550000.0,0.3646,0.0,49,0.5,0.0,0.6613756613756614,0,0,0,0,Premier League,0,0,0,0.0,ENG,0,3,5,2,1
callum hudson-odoi,Left Winger,22,23/24,chelsea,nott'm forest,15000000,3500000.0,0.0,0.0,605,6.7,7.0,18.072960178223337,0,1,0,0,Premier League,13,1,31,9.018212528392011,ENG,0,1,5,4,1
serhou guirassy,Centre-Forward,27,23/24,rennes jugend,stuttgart,14000000,9000000.0,0.0,0.0,1646,18.3,20.0,50.52213868003341,11,0,2,0,Bundesliga,19,0,30,28.32092993232164,GUI,0,2,3,1,1
boulaye dia,Centre-Forward,26,23/24,villarreal,salernitana,25000000,14400000.0,0.4271,0.4860017543859649,2518,28.0,27.0,72.56335282651072,16,6,1,0,Serie A,35,2,50,49.46634677056677,SEN,0,2,5,3,0
carles perez,Right Winger,25,23/24,roma,celta vigo,5000000,5200000.0,0.2273,0.1600028070175438,2144,23.8,23.0,61.74463937621832,3,5,0,0,Liga,23,3,66,24.47002128856252,ESP,0,1,3,2,0
christopher nkunku,Centre-Forward,25,23/24,leipzig,chelsea,80000000,60000000.0,0.0,0.0,1897,21.1,20.0,54.22584238373712,16,4,3,1,Bundesliga,39,2,71,52.695358348654686,FRA,0,1,1,0,0
christian pulisic,Right Winger,24,23/24,chelsea,ac milan,25000000,20800000.0,0.0,0.0,821,9.1,8.0,22.563352826510723,1,1,0,0,Premier League,12,1,23,8.622141593838146,USA,0,1,1,0,1
samuele mulattieri,Centre-Forward,23,23/24,inter,sassuolo,4500000,5300000.0,0.3289,0.4791894736842105,462,5.133333333333334,17.820580474934037,30.238255660650697,0,0,0,0,Serie A,6,0,1,1.839448033266644,ITA,0,1,3,2,0
jordi mboula,Right Winger,23,23/24,rcd mallorca,hellas verona,1200000,0.0,0.0,0.0,307,3.411111111111111,17.820580474934037,27.96018393813453,0,1,0,0,Serie A,3,0,4,2.679196557943816,ESP,0,4,4,0,0
matheus cunha,Centre-Forward,24,23/24,atlético,wolves,25000000,50000000.0,0.0,0.0,1342,14.9,14.0,38.13004734057366,2,2,0,0,Premier League,13,0,21,11.84927376921682,BRA,0,1,4,3,1
cyril ngonge,Right Winger,23,23/24,hellas verona,napoli,6000000,20000000.0,0.0,0.0,745,8.3,9.0,22.820941241993875,3,1,0,0,Serie A,11,4,13,10.094633320941735,BEL,0,4,1,-3,1
jonathan bamba,Left Winger,27,23/24,lille,celta vigo,20000000,0.0,0.0,0.0,2783,30.9,32.0,82.97827903091061,6,7,0,0,Ligue 1,46,9,146,47.71211444904896,CIV,0,2,3,1,0
matteo cancellieri,Right Winger,21,23/24,hellas verona,lazio,5000000,8500000.0,0.1051,0.08082773422919,256,2.8,1.0,5.019493177387914,0,0,0,0,Serie A,3,1,2,1.5320525204887665,ITA,0,4,2,-2,1
raul jimenez,Centre-Forward,32,23/24,wolves,fulham,6000000,6400000.0,0.0,0.0,846,9.4,8.0,22.96017822333612,0,1,0,0,Premier League,8,1,14,5.73847041440684,MEX,0,4,4,0,0
rasmus hjlund,Centre-Forward,20,23/24,atalanta,man utd,45000000,77800000.0,0.0,0.0,1834,20.377777777777776,17.820580474934037,50.40286471414864,9,2,0,0,Serie A,24,1,37,29.48775216223882,DEN,0,2,1,-1,0
jesper lindstrm,Right Winger,23,23/24,frankfurt,napoli,28000000,30000000.0,0.0,0.0,1679,18.655555555555555,17.820580474934037,48.12479299163247,7,2,0,0,Bundesliga,19,2,33,18.25215889369718,DEN,0,3,1,-2,1
portu,Right Winger,27,23/24,real sociedad,getafe,3500000,3500000.0,0.3381,0.0,1285,14.27777777777778,17.820580474934037,42.33408164536557,7,5,0,0,Liga,18,2,35,22.268591618815385,ESP,0,3,3,0,0
portu,Right Winger,27,23/24,getafe,girona,3500000,1500000.0,0.0,0.0,1285,14.27777777777778,17.820580474934037,42.33408164536557,7,5,0,0,Liga,18,2,35,22.268591618815385,ESP,0,3,5,2,0
pierre-emerick aubameyang,Centre-Forward,34,23/24,chelsea,marseille,4000000,0.0,0.0,0.0,563,6.3,5.0,14.912280701754389,1,0,0,0,Premier League,4,1,3,3.694118654346551,GAB,0,1,1,0,1
elye wahi,Centre-Forward,20,23/24,montpellier,lens,35000000,30000000.0,0.0,0.0,2513,27.9,29.0,75.06265664160401,19,5,1,0,Ligue 1,22,0,25,44.94408561774676,FRA,0,3,5,2,1
randal kolo muani,Centre-Forward,24,23/24,frankfurt,paris sg,80000000,95000000.0,0.0,0.0,2631,29.2,31.0,79.41381230854915,15,11,2,0,Bundesliga,41,2,61,54.9132060014202,FRA,0,3,1,-2,1
mergim berisha,Centre-Forward,25,23/24,augsburg,hoffenheim,12000000,14000000.0,0.0,0.0,1679,18.7,20.0,51.051239209133946,9,4,3,1,Bundesliga,20,3,28,29.16152041963492,GER,0,3,3,0,1
phillip tietz,Centre-Forward,27,23/24,darmstadt 98,augsburg,2700000,2200000.0,0.0,0.0,2382,26.466666666666665,17.820580474934037,58.45695054601225,8,4,0,0,Bundesliga,29,1,51,33.02737646633028,GER,0,5,3,-2,0
ousmane dembele,Centre-Forward,26,23/24,barcelona,paris sg,60000000,50000000.0,0.0,0.0,1410,15.7,16.0,41.819827346143136,5,7,0,0,Liga,41,5,74,39.238157051400606,FRA,0,1,1,0,1
folarin balogun,Centre-Forward,22,23/24,arsenal,monaco,30000000,30000000.0,0.3369,0.1378473684210526,2999,33.3,34.0,88.7844611528822,21,2,6,1,Ligue 1,36,1,55,55.471751800855664,USA,0,1,2,1,1
